region	chr	start	end	arm	cyto	CFS	ERFS	overlappedGeneNumDensity	genename	transcriptClass	geneType	largeGene
chr12:67896477-67896713	chr12	67896477	67896713	12q	q15			1				
chr12:67913510-67913800	chr12	67913510	67913800	12q	q15			1				
chr12:67559888-67560187	chr12	67559888	67560187	12q	q15			1	LINC02408	nonCoding	lncRNA	N
chr12:67654231-67654475	chr12	67654231	67654475	12q	q15			1	DYRK2	coding	protein_coding	N
chr12:67669018-67669331	chr12	67669018	67669331	12q	q15			1				
chr12:67656378-67656733	chr12	67656378	67656733	12q	q15			1	DYRK2	coding	protein_coding	N
chr12:67742548-67742923	chr12	67742548	67742923	12q	q15			1				
chr12:67517354-67517827	chr12	67517354	67517827	12q	q15			1	LINC02408	nonCoding	lncRNA	N
chr12:67651613-67652173	chr12	67651613	67652173	12q	q15			1	DYRK2	coding	protein_coding	N
chr12:67351479-67351971	chr12	67351479	67351971	12q	q15			1				
chr12:67269700-67270274	chr12	67269700	67270274	12q	q14.3			1	CAND1	coding,nonCoding	protein_coding	N
chr12:67989687-67990271	chr12	67989687	67990271	12q	q15			1	IFNG-AS1	nonCoding	lncRNA	N
chr12:67995696-67996270	chr12	67995696	67996270	12q	q15			1	IFNG-AS1	nonCoding	lncRNA	N
chr12:67944307-67944967	chr12	67944307	67944967	12q	q15			1	LINC01479	nonCoding	lncRNA	N
chr12:67211451-67212143	chr12	67211451	67212143	12q	q14.3			1				
chr12:67939444-67940146	chr12	67939444	67940146	12q	q15			1	LINC01479	nonCoding	lncRNA	N
chr12:67546845-67547535	chr12	67546845	67547535	12q	q15			1	LINC02408	nonCoding	lncRNA	N
chr12:67354943-67355874	chr12	67354943	67355874	12q	q15			1				
chr12:67286959-67287922	chr12	67286959	67287922	12q	q14.3			1	CAND1	coding,nonCoding	protein_coding	N
chr12:67997648-67998582	chr12	67997648	67998582	12q	q15			1	IFNG-AS1	nonCoding	lncRNA	N
chr12:67219451-67220667	chr12	67219451	67220667	12q	q14.3			1				
chr12:67649072-67650852	chr12	67649072	67650852	12q	q15			1	DYRK2	coding	protein_coding	N
chr12:74538005-74538589	chr12	74538005	74538589	12q	q21.1			1	ATXN7L3B	coding	protein_coding	N
chr12:74539309-74539499	chr12	74539309	74539499	12q	q21.1			1	ATXN7L3B	coding	protein_coding	N
chr12:74798404-74798652	chr12	74798404	74798652	12q	q21.1			1				
chr12:74542612-74543140	chr12	74542612	74543140	12q	q21.1			1	ATXN7L3B	coding	protein_coding	N
chr12:74489027-74489675	chr12	74489027	74489675	12q	q21.1			1				
chr12:74555105-74556997	chr12	74555105	74556997	12q	q21.1			1				
chr12:74534991-74537181	chr12	74534991	74537181	12q	q21.1			1				
chr12:75330381-75335987	chr12	75330381	75335987	12q	q21.2			2	CAPS2,GLIPR1L1	coding,nonCoding	protein_coding	N
chr12:75478895-75486757	chr12	75478895	75486757	12q	q21.2			2	GLIPR1-AS1,GLIPR1	nonCoding,coding	lncRNA,protein_coding	N
chr12:75508046-75511343	chr12	75508046	75511343	12q	q21.2			1	KRR1	coding,nonCoding	protein_coding	N
chr12:75500185-75500624	chr12	75500185	75500624	12q	q21.2			2	KRR1,GLIPR1	coding,nonCoding	protein_coding	N
chr12:75487767-75488622	chr12	75487767	75488622	12q	q21.2			2	GLIPR1-AS1,GLIPR1	nonCoding,coding	lncRNA,protein_coding	N
chr12:75512180-75513618	chr12	75512180	75513618	12q	q21.2			1				
chr12:75457604-75459582	chr12	75457604	75459582	12q	q21.2			1				
chr12:75329060-75329251	chr12	75329060	75329251	12q	q21.2			1	CAPS2	coding,nonCoding	protein_coding	N
chr12:75318089-75318283	chr12	75318089	75318283	12q	q21.2			1	CAPS2	coding,nonCoding	protein_coding	N
chr12:75438044-75438297	chr12	75438044	75438297	12q	q21.2			1				
chr12:75494632-75494851	chr12	75494632	75494851	12q	q21.2			2	KRR1,GLIPR1	coding,nonCoding	protein_coding	N
chr12:75976988-75977248	chr12	75976988	75977248	12q	q21.2			1				
chr12:75796974-75797200	chr12	75796974	75797200	12q	q21.2			1				
chr12:75338454-75338726	chr12	75338454	75338726	12q	q21.2			2	CAPS2,GLIPR1L1	coding,nonCoding	protein_coding	N
chr12:75574829-75575100	chr12	75574829	75575100	12q	q21.2			1				
chr12:75528682-75529001	chr12	75528682	75529001	12q	q21.2			1				
chr12:75477488-75477806	chr12	75477488	75477806	12q	q21.2			1				
chr12:75986197-75986537	chr12	75986197	75986537	12q	q21.2			1				
chr12:75723079-75723463	chr12	75723079	75723463	12q	q21.2			1				
chr12:75461641-75462081	chr12	75461641	75462081	12q	q21.2			1				
chr12:75979943-75980450	chr12	75979943	75980450	12q	q21.2			1				
chr12:75973549-75974165	chr12	75973549	75974165	12q	q21.2			1				
chr12:75388014-75388788	chr12	75388014	75388788	12q	q21.2			1	CAPS2	coding,nonCoding	protein_coding	N
chr12:75488960-75489732	chr12	75488960	75489732	12q	q21.2			2	GLIPR1,GLIPR1-AS1	coding,nonCoding	protein_coding,lncRNA	N
chr12:75314623-75315554	chr12	75314623	75315554	12q	q21.2			1	CAPS2	coding,nonCoding	protein_coding	N
chr12:75389706-75392426	chr12	75389706	75392426	12q	q21.2			2	CAPS2,GLIPR1L2	coding,nonCoding	protein_coding	N
chr12:75503568-75506560	chr12	75503568	75506560	12q	q21.2			2	KRR1,GLIPR1	coding,nonCoding	protein_coding	N
chr12:89017526-89021129	chr12	89017526	89021129	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89660726-89666412	chr12	89660726	89666412	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89946598-89949837	chr12	89946598	89949837	12q	q21.33	FRA12B		1	LINC02399	nonCoding	lncRNA	N
chr12:89525006-89529423	chr12	89525006	89529423	12q	q21.33	FRA12B	POC1B, GALNT4	3	POC1B,POC1B-AS1,POC1B-GALNT4	nonCoding,coding	protein_coding,lncRNA	N
chr12:89704570-89708354	chr12	89704570	89708354	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89469541-89470656	chr12	89469541	89470656	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89674928-89675989	chr12	89674928	89675989	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89522335-89523445	chr12	89522335	89523445	12q	q21.33	FRA12B	POC1B, GALNT4	3	POC1B-GALNT4,GALNT4,POC1B	coding,nonCoding	protein_coding	N
chr12:89530326-89532351	chr12	89530326	89532351	12q	q21.33	FRA12B		1	POC1B-AS1	nonCoding	lncRNA	N
chr12:89279738-89280353	chr12	89279738	89280353	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89052176-89052986	chr12	89052176	89052986	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89764650-89765919	chr12	89764650	89765919	12q	q21.33	FRA12B		1				
chr12:89049554-89050939	chr12	89049554	89050939	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89227284-89229021	chr12	89227284	89229021	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89881486-89883293	chr12	89881486	89883293	12q	q21.33	FRA12B		1				
chr12:89466622-89468332	chr12	89466622	89468332	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89760324-89762077	chr12	89760324	89762077	12q	q21.33	FRA12B		1				
chr12:89666476-89668443	chr12	89666476	89668443	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89693505-89695701	chr12	89693505	89695701	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89460739-89463538	chr12	89460739	89463538	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89861061-89864642	chr12	89861061	89864642	12q	q21.33	FRA12B		1				
chr12:89689254-89689492	chr12	89689254	89689492	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89010944-89011166	chr12	89010944	89011166	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89794279-89794505	chr12	89794279	89794505	12q	q21.33	FRA12B		1				
chr12:89676940-89677193	chr12	89676940	89677193	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89699302-89699572	chr12	89699302	89699572	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89676186-89676474	chr12	89676186	89676474	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89281208-89281474	chr12	89281208	89281474	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89046791-89047079	chr12	89046791	89047079	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89696929-89697261	chr12	89696929	89697261	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89469132-89469392	chr12	89469132	89469392	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89701435-89701756	chr12	89701435	89701756	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89473625-89473940	chr12	89473625	89473940	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89353733-89354065	chr12	89353733	89354065	12q	q21.33	FRA12B		1				
chr12:89763310-89763664	chr12	89763310	89763664	12q	q21.33	FRA12B		1				
chr12:89053879-89054275	chr12	89053879	89054275	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89759008-89759356	chr12	89759008	89759356	12q	q21.33	FRA12B		1				
chr12:89517913-89518300	chr12	89517913	89518300	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89075533-89075936	chr12	89075533	89075936	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89876865-89877277	chr12	89876865	89877277	12q	q21.33	FRA12B		1				
chr12:89961637-89962165	chr12	89961637	89962165	12q	q21.33	FRA12B		1				
chr12:89465126-89465704	chr12	89465126	89465704	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89077981-89078646	chr12	89077981	89078646	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89544398-89545007	chr12	89544398	89545007	12q	q21.33	FRA12B		1	POC1B-AS1	nonCoding	lncRNA	N
chr12:89945474-89946225	chr12	89945474	89946225	12q	q21.33	FRA12B		1				
chr12:89523466-89524195	chr12	89523466	89524195	12q	q21.33	FRA12B	POC1B, GALNT4	3	GALNT4,POC1B-GALNT4,POC1B	coding,nonCoding	protein_coding	N
chr12:89014194-89014875	chr12	89014194	89014875	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89347187-89348224	chr12	89347187	89348224	12q	q21.33	FRA12B	DUSP6	1	DUSP6	coding	protein_coding	N
chr12:89355946-89356840	chr12	89355946	89356840	12q	q21.33	FRA12B		1				
chr12:89515793-89516663	chr12	89515793	89516663	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89879639-89880538	chr12	89879639	89880538	12q	q21.33	FRA12B		1				
chr12:89711008-89712423	chr12	89711008	89712423	12q	q21.33	FRA12B		1	ATP2B1-AS1	nonCoding	lncRNA	N
chr12:89702836-89704484	chr12	89702836	89704484	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89672568-89673959	chr12	89672568	89673959	12q	q21.33	FRA12B		1	ATP2B1	coding,nonCoding	protein_coding	N
chr12:89044403-89046105	chr12	89044403	89046105	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89458131-89459839	chr12	89458131	89459839	12q	q21.33	FRA12B	POC1B, GALNT4	1	POC1B	nonCoding,coding	protein_coding	N
chr12:89245913-89249121	chr12	89245913	89249121	12q	q21.33	FRA12B		1	LINC02458	nonCoding	lncRNA	N
chr12:89348603-89352019	chr12	89348603	89352019	12q	q21.33	FRA12B	DUSP6	1	DUSP6	coding	protein_coding	N
chr12:90028110-90029296	chr12	90028110	90029296	12q	q21.33	FRA12B		1				
chr12:90100254-90100478	chr12	90100254	90100478	12q	q21.33	FRA12B		1				
chr12:90854919-90855183	chr12	90854919	90855183	12q	q21.33	FRA12B		1	LINC02822	nonCoding	lncRNA	N
chr12:90957724-90958162	chr12	90957724	90958162	12q	q21.33	FRA12B		1				
chr12:90006555-90007359	chr12	90006555	90007359	12q	q21.33	FRA12B		1				
chr12:90055106-90055967	chr12	90055106	90055967	12q	q21.33	FRA12B		1				
chr12:90099340-90100187	chr12	90099340	90100187	12q	q21.33	FRA12B		1				
chr12:90005710-90006538	chr12	90005710	90006538	12q	q21.33	FRA12B		1				
chr12:90105171-90106201	chr12	90105171	90106201	12q	q21.33	FRA12B		1				
chr12:90101777-90102826	chr12	90101777	90102826	12q	q21.33	FRA12B		1				
chr12:90009124-90010267	chr12	90009124	90010267	12q	q21.33	FRA12B		1				
chr12:91378637-91382070	chr12	91378637	91382070	12q	q21.33	FRA12B		1				
chr12:91872254-91873611	chr12	91872254	91873611	12q	q21.33	FRA12B		1				
chr12:91359722-91362206	chr12	91359722	91362206	12q	q21.33	FRA12B		1	LINC02823	nonCoding	lncRNA	N
chr12:91990537-91991088	chr12	91990537	91991088	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:91357818-91359093	chr12	91357818	91359093	12q	q21.33	FRA12B		1	LINC02823	nonCoding	lncRNA	N
chr12:91362428-91364213	chr12	91362428	91364213	12q	q21.33	FRA12B		1	LINC02823	nonCoding	lncRNA	N
chr12:91875009-91877675	chr12	91875009	91877675	12q	q21.33	FRA12B		1	LINC02404	nonCoding	lncRNA	N
chr12:91364488-91364699	chr12	91364488	91364699	12q	q21.33	FRA12B		1	LINC02823	nonCoding	lncRNA	N
chr12:91775116-91775299	chr12	91775116	91775299	12q	q21.33	FRA12B		1				
chr12:91695986-91696188	chr12	91695986	91696188	12q	q21.33	FRA12B		1				
chr12:91881952-91882161	chr12	91881952	91882161	12q	q21.33	FRA12B		1				
chr12:91594587-91594807	chr12	91594587	91594807	12q	q21.33	FRA12B		1				
chr12:91819048-91819292	chr12	91819048	91819292	12q	q21.33	FRA12B		1				
chr12:91385768-91386009	chr12	91385768	91386009	12q	q21.33	FRA12B		1				
chr12:91378216-91378464	chr12	91378216	91378464	12q	q21.33	FRA12B		1				
chr12:91355947-91356202	chr12	91355947	91356202	12q	q21.33	FRA12B		1	LINC02823	nonCoding	lncRNA	N
chr12:91671828-91672143	chr12	91671828	91672143	12q	q21.33	FRA12B		1				
chr12:91878612-91878936	chr12	91878612	91878936	12q	q21.33	FRA12B		1	LINC02404	nonCoding	lncRNA	N
chr12:91779773-91780228	chr12	91779773	91780228	12q	q21.33	FRA12B		1				
chr12:91777213-91777707	chr12	91777213	91777707	12q	q21.33	FRA12B		1				
chr12:91788294-91788783	chr12	91788294	91788783	12q	q21.33	FRA12B		1				
chr12:91689620-91690181	chr12	91689620	91690181	12q	q21.33	FRA12B		1				
chr12:91375447-91376104	chr12	91375447	91376104	12q	q21.33	FRA12B		1				
chr12:91989702-91990343	chr12	91989702	91990343	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:91691770-91692458	chr12	91691770	91692458	12q	q21.33	FRA12B		1				
chr12:91877793-91878574	chr12	91877793	91878574	12q	q21.33	FRA12B		1	LINC02404	nonCoding	lncRNA	N
chr12:91845770-91846427	chr12	91845770	91846427	12q	q21.33	FRA12B		1				
chr12:91579168-91579853	chr12	91579168	91579853	12q	q21.33	FRA12B		1				
chr12:91791093-91791883	chr12	91791093	91791883	12q	q21.33	FRA12B		1				
chr12:91571325-91572064	chr12	91571325	91572064	12q	q21.33	FRA12B		1				
chr12:91780450-91781335	chr12	91780450	91781335	12q	q21.33	FRA12B		1				
chr12:91905755-91906598	chr12	91905755	91906598	12q	q21.33	FRA12B		1				
chr12:91777852-91779018	chr12	91777852	91779018	12q	q21.33	FRA12B		1				
chr12:91993306-91994349	chr12	91993306	91994349	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:91422118-91423253	chr12	91422118	91423253	12q	q21.33	FRA12B		1				
chr12:91880447-91881644	chr12	91880447	91881644	12q	q21.33	FRA12B		1	LINC02404	nonCoding	lncRNA	N
chr12:91383172-91384425	chr12	91383172	91384425	12q	q21.33	FRA12B		1				
chr12:91658423-91660067	chr12	91658423	91660067	12q	q21.33	FRA12B		1				
chr12:91983825-91986289	chr12	91983825	91986289	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:91979821-91982929	chr12	91979821	91982929	12q	q21.33	FRA12B		1				
chr12:92129512-92144091	chr12	92129512	92144091	12q	q21.33	FRA12B	BTG1	2	LINC01619,BTG1	nonCoding,coding	lncRNA,protein_coding	N
chr12:92399588-92406909	chr12	92399588	92406909	12q	q22			1				
chr12:92028224-92034397	chr12	92028224	92034397	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92567742-92569993	chr12	92567742	92569993	12q	q22			1				
chr12:92055323-92059170	chr12	92055323	92059170	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92183172-92186770	chr12	92183172	92186770	12q	q21.33	FRA12B		1	BTG1-DT	nonCoding	lncRNA	N
chr12:92106370-92111779	chr12	92106370	92111779	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92080613-92081669	chr12	92080613	92081669	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92571241-92572707	chr12	92571241	92572707	12q	q22			1				
chr12:92926370-92928669	chr12	92926370	92928669	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr12:92124903-92127163	chr12	92124903	92127163	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92101193-92102066	chr12	92101193	92102066	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92395464-92396476	chr12	92395464	92396476	12q	q22			1				
chr12:92906796-92907833	chr12	92906796	92907833	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr12:92397026-92398351	chr12	92397026	92398351	12q	q22			1				
chr12:92083734-92086024	chr12	92083734	92086024	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92361107-92363493	chr12	92361107	92363493	12q	q22			1	LINC02391	nonCoding	lncRNA	N
chr12:92076515-92079727	chr12	92076515	92079727	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92091235-92091423	chr12	92091235	92091423	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92932733-92932945	chr12	92932733	92932945	12q	q22			1				
chr12:92045615-92045818	chr12	92045615	92045818	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92936780-92937026	chr12	92936780	92937026	12q	q22			1				
chr12:92537919-92538124	chr12	92537919	92538124	12q	q22			1				
chr12:92606667-92606893	chr12	92606667	92606893	12q	q22			1				
chr12:92505156-92505386	chr12	92505156	92505386	12q	q22			1				
chr12:92209286-92209552	chr12	92209286	92209552	12q	q22			1	BTG1-DT	nonCoding	lncRNA	N
chr12:92012889-92013138	chr12	92012889	92013138	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92026916-92027204	chr12	92026916	92027204	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92003106-92003394	chr12	92003106	92003394	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92295772-92296165	chr12	92295772	92296165	12q	q22			1	LINC02391	nonCoding	lncRNA	N
chr12:92807996-92808404	chr12	92807996	92808404	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr12:92912466-92912872	chr12	92912466	92912872	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr12:92116282-92116690	chr12	92116282	92116690	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92610603-92610998	chr12	92610603	92610998	12q	q22			1				
chr12:92123315-92123736	chr12	92123315	92123736	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92812311-92812710	chr12	92812311	92812710	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr12:92206928-92207392	chr12	92206928	92207392	12q	q22			1	BTG1-DT	nonCoding	lncRNA	N
chr12:92043151-92043625	chr12	92043151	92043625	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92148604-92149121	chr12	92148604	92149121	12q	q21.33	FRA12B		1	BTG1-DT	nonCoding	lncRNA	N
chr12:92359060-92359578	chr12	92359060	92359578	12q	q22			1	LINC02391	nonCoding	lncRNA	N
chr12:92128669-92129235	chr12	92128669	92129235	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92460381-92461044	chr12	92460381	92461044	12q	q22			1				
chr12:92592274-92592949	chr12	92592274	92592949	12q	q22			1				
chr12:92444997-92445732	chr12	92444997	92445732	12q	q22			1				
chr12:92035809-92036480	chr12	92035809	92036480	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92591386-92592188	chr12	92591386	92592188	12q	q22			1				
chr12:92011331-92012058	chr12	92011331	92012058	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92773273-92774023	chr12	92773273	92774023	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr12:92211518-92212243	chr12	92211518	92212243	12q	q22			1	BTG1-DT	nonCoding	lncRNA	N
chr12:92082120-92082842	chr12	92082120	92082842	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92929874-92930622	chr12	92929874	92930622	12q	q22			1				
chr12:92377226-92378062	chr12	92377226	92378062	12q	q22			1				
chr12:92009414-92010197	chr12	92009414	92010197	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92267423-92268326	chr12	92267423	92268326	12q	q22			1	LINC02391	nonCoding	lncRNA	N
chr12:92931637-92932496	chr12	92931637	92932496	12q	q22			1				
chr12:92061413-92062482	chr12	92061413	92062482	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92785488-92786549	chr12	92785488	92786549	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr12:92787561-92788873	chr12	92787561	92788873	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr12:92091957-92093587	chr12	92091957	92093587	12q	q21.33	FRA12B		1	LINC01619	nonCoding	lncRNA	N
chr12:92188156-92189647	chr12	92188156	92189647	12q	q21.33	FRA12B		1	BTG1-DT	nonCoding	lncRNA	N
chr12:92408031-92409891	chr12	92408031	92409891	12q	q22			1				
chr12:92556564-92558717	chr12	92556564	92558717	12q	q22			1				
chr12:92908740-92911441	chr12	92908740	92911441	12q	q22		EEA1	1	EEA1	coding	protein_coding	N
chr13:50127648-50130251	chr13	50127648	50130251	13q	q14.2			1	DLEU1	nonCoding	lncRNA	Y
chr13:50105140-50106934	chr13	50105140	50106934	13q	q14.2			2	DLEU2,DLEU1	nonCoding	lncRNA	N,Y
chr13:50121487-50123501	chr13	50121487	50123501	13q	q14.2			2	DLEU1,DLEU2	nonCoding	lncRNA	Y,N
chr13:50082689-50085413	chr13	50082689	50085413	13q	q14.2			2	DLEU1,DLEU2	nonCoding	lncRNA	Y,N
chr13:50910713-50914149	chr13	50910713	50914149	13q	q14.3			2	RNASEH2B,RNASEH2B-AS1	coding,nonCoding	protein_coding,lncRNA	N
chr13:50075387-50079734	chr13	50075387	50079734	13q	q14.2			1	DLEU2	nonCoding	lncRNA	N
chr13:50890386-50896635	chr13	50890386	50896635	13q	q14.3			2	DLEU1,RNASEH2B-AS1	nonCoding	lncRNA	Y,N
chr13:50915333-50915620	chr13	50915333	50915620	13q	q14.3			1	RNASEH2B	coding,nonCoding	protein_coding	N
chr13:50003241-50003873	chr13	50003241	50003873	13q	q14.2			2	TRIM13,DLEU2	coding,nonCoding	protein_coding,lncRNA	N
chr13:50236215-50237396	chr13	50236215	50237396	13q	q14.2			1	DLEU1	nonCoding	lncRNA	Y
chr13:50366379-50367642	chr13	50366379	50367642	13q	q14.3			1	DLEU1	nonCoding	lncRNA	Y
chr13:50914721-50914952	chr13	50914721	50914952	13q	q14.3			1	RNASEH2B	coding,nonCoding	protein_coding	N
chr13:50636572-50636798	chr13	50636572	50636798	13q	q14.3			2	DLEU7,DLEU1	coding,nonCoding	protein_coding,lncRNA	N,Y
chr13:50120358-50120585	chr13	50120358	50120585	13q	q14.2			2	DLEU1,DLEU2	nonCoding	lncRNA	Y,N
chr13:50069325-50069572	chr13	50069325	50069572	13q	q14.2			1	DLEU2	nonCoding	lncRNA	N
chr13:50352660-50352929	chr13	50352660	50352929	13q	q14.3			1	DLEU1	nonCoding	lncRNA	Y
chr13:50909150-50909402	chr13	50909150	50909402	13q	q14.3			1	RNASEH2B-AS1	nonCoding	lncRNA	N
chr13:50103099-50103384	chr13	50103099	50103384	13q	q14.2			2	DLEU2,DLEU1	nonCoding	lncRNA	N,Y
chr13:50091687-50092036	chr13	50091687	50092036	13q	q14.2			2	DLEU1,DLEU2	nonCoding	lncRNA	Y,N
chr13:50070514-50070882	chr13	50070514	50070882	13q	q14.2			1	DLEU2	nonCoding	lncRNA	N
chr13:50593190-50593622	chr13	50593190	50593622	13q	q14.3			2	DLEU1,DLEU7	nonCoding,coding	lncRNA,protein_coding	Y,N
chr13:50321934-50322377	chr13	50321934	50322377	13q	q14.3			1	DLEU1	nonCoding	lncRNA	Y
chr13:50017242-50017795	chr13	50017242	50017795	13q	q14.2			3	TRIM13,KCNRG,DLEU2	coding,nonCoding	protein_coding,lncRNA	N
chr13:50093268-50093707	chr13	50093268	50093707	13q	q14.2			2	DLEU1,DLEU2	nonCoding	lncRNA	Y,N
chr13:50234966-50235521	chr13	50234966	50235521	13q	q14.2			1	DLEU1	nonCoding	lncRNA	Y
chr13:50113634-50114158	chr13	50113634	50114158	13q	q14.2			2	DLEU2,DLEU1	nonCoding	lncRNA	N,Y
chr13:50089680-50090207	chr13	50089680	50090207	13q	q14.2			2	DLEU2,DLEU1	nonCoding	lncRNA	N,Y
chr13:50863079-50863634	chr13	50863079	50863634	13q	q14.3			2	RNASEH2B-AS1,DLEU1	nonCoding	lncRNA	N,Y
chr13:50917151-50917767	chr13	50917151	50917767	13q	q14.3			1	RNASEH2B	coding,nonCoding	protein_coding	N
chr13:50073643-50074348	chr13	50073643	50074348	13q	q14.2			1	DLEU2	nonCoding	lncRNA	N
chr13:49999393-50000045	chr13	49999393	50000045	13q	q14.2			2	TRIM13,DLEU2	coding,nonCoding	protein_coding,lncRNA	N
chr13:50000740-50001468	chr13	50000740	50001468	13q	q14.2			2	TRIM13,DLEU2	coding,nonCoding	protein_coding,lncRNA	N
chr13:50013860-50014649	chr13	50013860	50014649	13q	q14.2			2	DLEU2,TRIM13	nonCoding,coding	lncRNA,protein_coding	N
chr13:50845309-50845943	chr13	50845309	50845943	13q	q14.3			1	DLEU1	nonCoding	lncRNA	Y
chr13:50513658-50514459	chr13	50513658	50514459	13q	q14.3			1	DLEU1	nonCoding	lncRNA	Y
chr13:50356565-50357339	chr13	50356565	50357339	13q	q14.3			1	DLEU1	nonCoding	lncRNA	Y
